,away_score,home_score,id,match,stage,time_x,weather,y,year,NHK,NHK_2,mean,temperature-humidity,アビスパ福岡,アルビレックス新潟,カターレ富山,カマタマーレ讃岐,ガイナーレ鳥取,ガンバ大阪,ギラヴァンツ北九州,コンサドーレ札幌,サガン鳥栖,サンフレッチェ広島,ザスパクサツ群馬,ザスパ草津,ジェフユナイテッド千葉,ジュビロ磐田,セレッソ大阪,ファジアーノ岡山,ベガルタ仙台,モンテディオ山形,ロアッソ熊本,ヴァンフォーレ甲府,ヴィッセル神戸,京都サンガF.C.,名古屋グランパス,大分トリニータ,大宮アルディージャ,川崎フロンターレ,徳島ヴォルティス,愛媛ＦＣ,東京ヴェルディ,松本山雅ＦＣ,柏レイソル,栃木ＳＣ,横浜Ｆ・マリノス,横浜ＦＣ,水戸ホーリーホック,浦和レッズ,清水エスパルス,湘南ベルマーレ,鹿島アントラーズ,ＦＣ岐阜,ＦＣ東京,ＦＣ町田ゼルビア,Ｖ・ファーレン長崎,month,day,n_tv,bus,time_y,w_cup_home,w_cup_away,hokkaido,tokyo,nagoya,osaka,fukuoka
43,2,1,15863,22,0,38,8035.0,,2014,0,0,0.7773582148332908,71.2825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,5,2,0,6,0,2,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
44,1,0,15885,25,0,28,9231.5,,2014,0,0,0.7773582148332908,71.02344000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,2,0,6,0,1,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
45,0,1,15903,27,0,31,7346.0,,2014,0,0,0.7773582148332908,59.69104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,6,3,0,6,0,3,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
46,2,4,15912,28,0,28,9231.5,,2014,0,0,0.7773582148332908,64.40578000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,5,2,0,6,0,5,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
47,2,1,15930,30,0,26,9231.5,,2014,0,0,0.7773582148332908,66.33233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,6,2,0,6,0,0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
48,1,2,15957,33,0,34,8035.0,,2014,0,0,0.7773582148332908,53.077119999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,2,0,6,0,0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
49,0,1,13995,1,0,28,8035.0,24316.0,2012,0,1,0.515609,55.47368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,4,0,19,1,0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
50,0,1,14032,5,0,28,9231.5,13824.0,2012,0,1,0.515609,52.82904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,0,19,1,0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
51,1,3,14044,6,0,32,8035.0,12896.0,2012,0,0,0.515609,59.4362,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,19,1,0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
52,3,2,14081,10,0,34,9231.5,20512.0,2012,0,0,0.515609,63.8548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,19,1,1,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
53,1,0,14102,13,0,39,8035.0,16657.0,2012,0,0,0.515609,65.25196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,19,1,0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
54,0,0,14151,18,0,38,8035.0,24397.0,2012,0,0,0.515609,79.3956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,19,1,1,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
55,5,0,14190,22,0,38,8035.0,30354.0,2012,0,0,0.515609,77.71070999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,19,1,2,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
56,1,1,14262,30,0,28,9231.5,22332.0,2012,0,1,0.515609,67.28358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,5,3,0,19,1,1,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
57,2,1,14287,33,0,29,9231.5,23892.0,2012,0,0,0.515609,58.0604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,5,2,0,19,1,2,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
58,1,1,14838,1,0,28,9231.5,21748.0,2013,0,1,0.515609,49.33492,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,19,1,4,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
59,0,2,14884,6,0,28,9231.5,13159.0,2013,0,1,0.515609,58.40416,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,0,19,0,0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
60,2,0,14925,10,0,38,9231.5,12075.0,2013,0,0,0.515609,64.51182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,19,1,1,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
61,2,1,14931,11,0,30,8035.0,18512.0,2013,0,0,0.515609,65.96519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5,3,0,19,1,0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
62,1,2,14961,14,0,38,8035.0,17950.0,2013,0,0,0.515609,79.52436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,5,3,0,19,1,0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
63,1,3,14997,18,0,39,9231.5,15881.0,2013,0,0,0.515609,81.06533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2,2,0,19,1,1,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
64,0,2,15013,20,0,38,9231.5,30478.0,2013,0,0,0.515609,81.38344000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,5,3,0,19,1,5,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
65,1,2,15103,30,0,32,9231.5,14016.0,2013,0,1,0.515609,61.17631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,3,0,19,0,0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
66,2,3,15122,32,0,34,9231.5,17483.0,2013,0,1,0.515609,53.90644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,0,19,1,2,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
67,0,0,15128,33,0,34,9231.5,26369.0,2013,0,0,0.515609,52.96965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,2,0,19,1,0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
