,id,match,stage,time_x,y,year,home_score,away_score,capa,NHK,NHK_2,mean,temperature-humidity,アビスパ福岡,アルビレックス新潟,カターレ富山,カマタマーレ讃岐,ガイナーレ鳥取,ガンバ大阪,ギラヴァンツ北九州,コンサドーレ札幌,サガン鳥栖,サンフレッチェ広島,ザスパクサツ群馬,ザスパ草津,ジェフユナイテッド千葉,ジュビロ磐田,セレッソ大阪,ファジアーノ岡山,ベガルタ仙台,モンテディオ山形,ロアッソ熊本,ヴァンフォーレ甲府,ヴィッセル神戸,京都サンガF.C.,名古屋グランパス,大分トリニータ,大宮アルディージャ,川崎フロンターレ,徳島ヴォルティス,愛媛ＦＣ,東京ヴェルディ,松本山雅ＦＣ,柏レイソル,栃木ＳＣ,横浜Ｆ・マリノス,横浜ＦＣ,水戸ホーリーホック,浦和レッズ,清水エスパルス,湘南ベルマーレ,鹿島アントラーズ,ＦＣ岐阜,ＦＣ東京,ＦＣ町田ゼルビア,Ｖ・ファーレン長崎,month,day,n_tv,bus,time_y,home.1,away.1,hokkaido,tokyo,nagoya,osaka,fukuoka
17,14836,1,0,28,16353.0,2013,1,1,19694,0,1,0.7794920173389706,46.30042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,4,0,6,0.0,0.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
18,14854,3,0,28,13232.0,2013,2,1,19694,1,1,0.7794920173389706,58.51331999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,3,0,6,0.0,2.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
19,14872,5,0,28,12883.0,2013,0,1,19694,0,0,0.7794920173389706,57.02502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.0,2,0,6,0.0,0.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
20,14882,6,0,28,13655.0,2013,2,1,19694,0,0,0.7794920173389706,54.66302999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5.0,2,0,6,0.0,4.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
21,14907,8,0,32,14359.0,2013,1,1,19694,0,1,0.7794920173389706,58.0626,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.0,4,0,6,0.0,0.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
22,14927,11,0,28,14327.0,2013,2,1,19694,0,0,0.7794920173389706,59.81688000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.0,3,0,6,0.0,0.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
23,14955,14,0,38,13470.0,2013,0,0,19694,0,0,0.7794920173389706,75.82048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,5.0,2,0,6,0.0,0.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
24,14973,16,0,38,14318.0,2013,1,1,19694,0,0,0.7794920173389706,69.41824,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5.0,2,0,6,0.0,2.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
25,14980,17,0,38,11755.0,2013,0,2,19694,0,0,0.7794920173389706,67.52114999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.0,2,0,6,0.0,2.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
26,15000,19,0,38,14365.0,2013,2,1,19694,0,1,0.7794920173389706,71.81484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5.0,3,0,6,0.0,2.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
27,15009,20,0,38,17892.0,2013,2,1,19694,0,0,0.7794920173389706,80.00276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,5.0,2,0,6,0.0,1.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
28,15034,23,0,38,15101.0,2013,1,1,19694,0,0,0.7794920173389706,69.54925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.0,2,0,6,0.0,0.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
29,15058,25,0,38,13411.0,2013,6,0,19694,0,0,0.7794920173389706,75.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.0,2,0,6,0.0,0.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
30,15075,27,0,26,17849.0,2013,0,0,19694,0,0,0.7794920173389706,66.74404999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5.0,2,0,6,0.0,1.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
31,15088,29,0,28,15178.0,2013,2,1,19694,0,0,0.7794920173389706,62.2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5.0,2,0,6,0.0,1.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
32,15124,33,0,34,17394.0,2013,1,2,19694,0,1,0.7794920173389706,47.10884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,5.0,3,0,6,0.0,0.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
33,15668,1,0,28,15852.0,2014,1,2,19694,0,1,0.7794920173389706,53.5539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,4,0,6,0.0,0.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
34,15693,3,0,34,13380.0,2014,0,0,19694,0,0,0.7794920173389706,45.669959999999996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,2,0,6,0.0,2.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
35,15706,5,0,28,11144.0,2014,1,1,19694,0,0,0.7794920173389706,65.65697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,2,0,6,0.0,0.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
36,15732,8,0,28,11413.0,2014,0,3,19694,0,0,0.7794920173389706,48.3587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.0,2,0,6,0.0,0.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
37,15755,10,0,32,13040.0,2014,0,0,19694,0,0,0.7794920173389706,54.402409999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2,0,6,0.0,2.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
38,15768,12,0,26,12945.0,2014,4,3,19694,0,0,0.7794920173389706,60.62944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,2,0,6,0.0,1.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
39,15793,14,0,26,18863.0,2014,1,0,19694,0,1,0.7794920173389706,66.25067999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.0,4,0,6,0.0,2.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
40,15804,16,0,38,13302.0,2014,3,3,19694,0,0,0.7794920173389706,78.81324000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.0,3,0,6,0.0,0.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
41,15948,32,0,34,,2014,3,3,19694,0,1,0.7794920173389706,52.675309999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5.0,3,0,6,1.0,0.0,3138.8158071047746,1897.9457341205746,3330.387799448945,4258.621101695934,7546.272419985083
42,13995,1,0,28,24316.0,2012,1,0,40000,0,1,0.4874662500000001,55.47368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5.0,4,0,19,1.0,0.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
43,14032,5,0,28,13824.0,2012,1,0,40000,0,1,0.4874662500000001,52.82904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.0,5,0,19,1.0,0.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
44,14044,6,0,32,12896.0,2012,3,1,40000,0,0,0.4874662500000001,59.4362,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.0,3,0,19,1.0,1.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
45,14081,10,0,34,20512.0,2012,2,3,40000,0,0,0.4874662500000001,63.8548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.0,4,0,19,1.0,0.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
46,14102,13,0,39,16657.0,2012,0,1,40000,0,0,0.4874662500000001,65.25196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.0,3,0,19,1.0,1.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
47,14151,18,0,38,24397.0,2012,0,0,40000,0,0,0.4874662500000001,79.3956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5.0,3,0,19,1.0,2.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
48,14190,22,0,38,30354.0,2012,0,5,40000,0,0,0.4874662500000001,77.71070999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5.0,3,0,19,1.0,1.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
49,14262,30,0,28,22332.0,2012,1,1,40000,0,1,0.4874662500000001,67.28358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,5.0,3,0,19,1.0,2.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
50,14287,33,0,29,23892.0,2012,1,2,40000,0,0,0.4874662500000001,58.0604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,5.0,2,0,19,1.0,4.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
51,14838,1,0,28,21748.0,2013,1,1,40000,0,1,0.4874662500000001,49.33492,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,4,0,19,0.0,0.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
52,14884,6,0,28,13159.0,2013,2,0,40000,0,1,0.4874662500000001,58.40416,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.0,3,0,19,1.0,1.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
53,14925,10,0,38,12075.0,2013,0,2,40000,0,0,0.4874662500000001,64.51182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,2,0,19,1.0,0.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
54,14931,11,0,30,18512.0,2013,1,2,40000,0,0,0.4874662500000001,65.96519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5.0,3,0,19,1.0,0.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
55,14961,14,0,38,17950.0,2013,2,1,40000,0,0,0.4874662500000001,79.52436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,5.0,3,0,19,1.0,1.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
56,14997,18,0,39,15881.0,2013,3,1,40000,0,0,0.4874662500000001,81.06533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2.0,2,0,19,1.0,5.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
57,15013,20,0,38,30478.0,2013,2,0,40000,0,0,0.4874662500000001,81.38344000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,5.0,3,0,19,0.0,0.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
58,15103,30,0,32,14016.0,2013,2,1,40000,0,1,0.4874662500000001,61.17631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6.0,3,0,19,1.0,2.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
59,15122,32,0,34,17483.0,2013,3,2,40000,0,1,0.4874662500000001,53.90644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,,3,0,19,1.0,0.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
60,15128,33,0,34,26369.0,2013,0,0,40000,0,0,0.4874662500000001,52.96965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5.0,2,0,19,1.0,0.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
61,15670,1,0,28,21657.0,2014,2,3,40000,0,1,0.4874662500000001,59.57664000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5.0,4,0,19,1.0,2.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
62,15715,6,0,26,15214.0,2014,2,5,40000,0,1,0.4874662500000001,53.55834,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.0,3,0,19,1.0,6.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
63,15728,7,0,30,19505.0,2014,1,2,40000,0,0,0.4874662500000001,62.14384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5.0,2,0,19,0.0,0.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
64,15765,11,0,38,38966.0,2014,1,2,40000,0,1,0.4874662500000001,61.81426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,4,0,19,0.0,2.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
65,15780,13,0,26,20781.0,2014,1,2,40000,0,0,0.4874662500000001,67.2288,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.0,2,0,19,0.0,0.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
66,15800,15,0,38,22635.0,2014,1,1,40000,0,0,0.4874662500000001,72.36194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5.0,2,0,19,2.0,2.0,1817.0135091870006,522.5253891427449,56.53371194265333,342.09954525432573,1392.9125589965874
