,id,match,stage,time,y,home_score,away_score,capa,NHK,NHK_2,mean,temperature-humidity,アビスパ福岡,アルビレックス新潟,カターレ富山,カマタマーレ讃岐,ガイナーレ鳥取,ガンバ大阪,ギラヴァンツ北九州,コンサドーレ札幌,サガン鳥栖,サンフレッチェ広島,ザスパクサツ群馬,ザスパ草津,ジェフユナイテッド千葉,ジュビロ磐田,セレッソ大阪,ファジアーノ岡山,ベガルタ仙台,モンテディオ山形,ロアッソ熊本,ヴァンフォーレ甲府,ヴィッセル神戸,京都サンガF.C.,名古屋グランパス,大分トリニータ,大宮アルディージャ,川崎フロンターレ,徳島ヴォルティス,愛媛ＦＣ,東京ヴェルディ,松本山雅ＦＣ,柏レイソル,栃木ＳＣ,横浜Ｆ・マリノス,横浜ＦＣ,水戸ホーリーホック,浦和レッズ,清水エスパルス,湘南ベルマーレ,鹿島アントラーズ,ＦＣ岐阜,ＦＣ東京,ＦＣ町田ゼルビア,Ｖ・ファーレン長崎,month,day,n_tv,home,away
20,14882,６,0,28,13655.0,2,1,19694,0,0,0.7794920173389706,54.66302999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5.0,2,0,4
21,14907,８,0,32,14359.0,1,1,19694,0,1,0.7794920173389706,58.0626,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.0,4,0,0
22,14927,１１,0,28,14327.0,2,1,19694,0,0,0.7794920173389706,59.81688000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.0,3,0,0
23,14955,１４,0,38,13470.0,0,0,19694,0,0,0.7794920173389706,75.82048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,5.0,2,0,0
24,14973,１６,0,38,14318.0,1,1,19694,0,0,0.7794920173389706,69.41824,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5.0,2,0,2
25,14980,１７,0,38,11755.0,0,2,19694,0,0,0.7794920173389706,67.52114999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.0,2,0,2
26,15000,１９,0,38,14365.0,2,1,19694,0,1,0.7794920173389706,71.81484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5.0,3,0,2
27,15009,２０,0,38,17892.0,2,1,19694,0,0,0.7794920173389706,80.00276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,5.0,2,0,1
28,15034,２３,0,38,15101.0,1,1,19694,0,0,0.7794920173389706,69.54925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2.0,2,0,0
29,15058,２５,0,38,13411.0,6,0,19694,0,0,0.7794920173389706,75.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.0,2,0,0
30,15075,２７,0,26,17849.0,0,0,19694,0,0,0.7794920173389706,66.74404999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,5.0,2,0,1
31,15088,２９,0,28,15178.0,2,1,19694,0,0,0.7794920173389706,62.2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5.0,2,0,1
32,15124,３３,0,34,17394.0,1,2,19694,0,1,0.7794920173389706,47.10884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,5.0,3,0,0
33,15668,１,0,28,15852.0,1,2,19694,0,1,0.7794920173389706,53.5539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,4,0,0
34,15693,３,0,34,13380.0,0,0,19694,0,0,0.7794920173389706,45.669959999999996,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,2,0,2
35,15706,５,0,28,11144.0,1,1,19694,0,0,0.7794920173389706,65.65697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,2,0,0
36,15732,８,0,28,11413.0,0,3,19694,0,0,0.7794920173389706,48.3587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.0,2,0,0
37,15755,１０,0,32,13040.0,0,0,19694,0,0,0.7794920173389706,54.402409999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,2,0,2
38,15768,１２,0,26,12945.0,4,3,19694,0,0,0.7794920173389706,60.62944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,2,0,1
39,15793,１４,0,26,18863.0,1,0,19694,0,1,0.7794920173389706,66.25067999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.0,4,0,2
40,15804,１６,0,38,13302.0,3,3,19694,0,0,0.7794920173389706,78.81324000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2.0,3,0,0
41,15948,３２,0,34,,3,3,19694,0,1,0.7794920173389706,52.675309999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5.0,3,0,1
42,13995,１,0,28,24316.0,1,0,40000,0,1,0.4874662500000001,55.47368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5.0,4,1,0
43,14032,５,0,28,13824.0,1,0,40000,0,1,0.4874662500000001,52.82904,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.0,5,1,0
44,14044,６,0,32,12896.0,3,1,40000,0,0,0.4874662500000001,59.4362,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.0,3,1,0
45,14081,１０,0,34,20512.0,2,3,40000,0,0,0.4874662500000001,63.8548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.0,4,1,1
46,14102,１３,0,39,16657.0,0,1,40000,0,0,0.4874662500000001,65.25196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.0,3,1,0
47,14151,１８,0,38,24397.0,0,0,40000,0,0,0.4874662500000001,79.3956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5.0,3,1,1
48,14190,２２,0,38,30354.0,0,5,40000,0,0,0.4874662500000001,77.71070999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5.0,3,1,2
49,14262,３０,0,28,22332.0,1,1,40000,0,1,0.4874662500000001,67.28358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,5.0,3,1,1
50,14287,３３,0,29,23892.0,1,2,40000,0,0,0.4874662500000001,58.0604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,5.0,2,1,2
51,14838,１,0,28,21748.0,1,1,40000,0,1,0.4874662500000001,49.33492,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,4,1,4
52,14884,６,0,28,13159.0,2,0,40000,0,1,0.4874662500000001,58.40416,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.0,3,0,0
53,14925,１０,0,38,12075.0,0,2,40000,0,0,0.4874662500000001,64.51182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,2,1,1
54,14931,１１,0,30,18512.0,1,2,40000,0,0,0.4874662500000001,65.96519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5.0,3,1,0
55,14961,１４,0,38,17950.0,2,1,40000,0,0,0.4874662500000001,79.52436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,5.0,3,1,0
56,14997,１８,0,39,15881.0,3,1,40000,0,0,0.4874662500000001,81.06533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,2.0,2,1,1
57,15013,２０,0,38,30478.0,2,0,40000,0,0,0.4874662500000001,81.38344000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,5.0,3,1,5
58,15103,３０,0,32,14016.0,2,1,40000,0,1,0.4874662500000001,61.17631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6.0,3,0,0
59,15122,３２,0,34,17483.0,3,2,40000,0,1,0.4874662500000001,53.90644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,,3,1,2
60,15128,３３,0,34,26369.0,0,0,40000,0,0,0.4874662500000001,52.96965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5.0,2,1,0
61,15670,１,0,28,21657.0,2,3,40000,0,1,0.4874662500000001,59.57664000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5.0,4,1,0
62,15715,６,0,26,15214.0,2,5,40000,0,1,0.4874662500000001,53.55834,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.0,3,1,2
63,15728,７,0,30,19505.0,1,2,40000,0,0,0.4874662500000001,62.14384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5.0,2,1,6
64,15765,１１,0,38,38966.0,1,2,40000,0,1,0.4874662500000001,61.81426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,4,0,0
65,15780,１３,0,26,20781.0,1,2,40000,0,0,0.4874662500000001,67.2288,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.0,2,0,2
66,15800,１５,0,38,22635.0,1,1,40000,0,0,0.4874662500000001,72.36194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5.0,2,0,0
67,13996,１,0,28,17066.0,2,3,21000,0,1,0.6383892857142857,54.17667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.0,4,2,2
68,14020,３,0,38,15072.0,1,2,21000,0,0,0.6383892857142857,44.56824,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6.0,3,2,2
69,14046,６,0,38,17134.0,3,2,21000,0,1,0.6383892857142857,54.73226,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5.0,4,2,1
70,14056,７,0,38,8548.0,3,1,21000,0,0,0.6383892857142857,59.36212999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,6.0,3,2,0
71,14074,９,0,38,10840.0,2,2,21000,0,0,0.6383892857142857,70.60854,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.0,3,2,1
72,14092,１１,0,38,15253.0,1,1,21000,0,1,0.6383892857142857,54.84766,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5.0,4,2,1
73,14103,１３,0,38,8218.0,2,3,21000,0,0,0.6383892857142857,62.41293999999999,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4.0,3,2,0
74,14117,１４,0,38,14977.0,1,2,21000,0,0,0.6383892857142857,75.05700999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,5.0,3,0,4
75,14135,１６,0,38,14006.0,2,6,21000,0,0,0.6383892857142857,74.80584999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5.0,3,2,1
76,14152,１８,0,38,14966.0,1,2,21000,0,0,0.6383892857142857,79.15616999999997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,5.0,3,2,2
77,14170,２０,0,38,12964.0,3,1,21000,0,0,0.6383892857142857,79.57848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5.0,3,2,0
78,14181,２１,0,38,18578.0,2,2,21000,0,0,0.6383892857142857,77.17769999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5.0,3,2,0
79,14197,２３,0,38,15056.0,7,2,21000,0,0,0.6383892857142857,79.72851999999997,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5.0,3,2,0
80,14215,２５,0,38,17381.0,1,1,21000,0,0,0.6383892857142857,73.9702,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5.0,5,2,0
81,14234,２７,0,32,14163.0,2,2,21000,0,0,0.6383892857142857,72.80236,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,5.0,3,2,2
82,14263,３０,0,28,17617.0,1,1,21000,0,0,0.6383892857142857,72.03206,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5.0,2,2,3
83,14288,３３,0,29,19393.0,2,2,21000,0,0,0.6383892857142857,56.55181999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,5.0,2,2,4
84,15152,１,1,32,18041.0,3,3,21000,0,0,0.6383892857142857,49.23854,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6.0,2,2,0
85,15172,３,1,32,13476.0,0,0,21000,0,0,0.6383892857142857,60.14544,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,6.0,2,2,0
86,15195,５,1,32,11117.0,1,1,21000,0,0,0.6383892857142857,61.1668,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6.0,2,0,0
87,15213,７,1,28,10010.0,0,0,21000,0,0,0.6383892857142857,56.458459999999995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.0,2,2,0
88,15235,９,1,38,8993.0,1,0,21000,0,0,0.6383892857142857,63.8344,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.0,2,1,0
89,15258,１１,1,32,16803.0,1,1,21000,0,0,0.6383892857142857,63.24588000000001,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6.0,2,2,0
90,15273,１２,1,38,12729.0,2,0,21000,0,0,0.6383892857142857,57.1817,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,,2,2,0
91,15304,１５,1,32,8045.0,5,1,21000,0,0,0.6383892857142857,63.5377,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.0,2,2,0
